,review,projects,tenure,satisfaction,avg_hrs_month
1685,Top 20%,Bottom 40%,Bottom 20%,Bottom 50%,Bottom 10%
1686,Bottom 40%,Top 20%,Bottom 5%,Bottom 40%,Bottom 5%
1687,Bottom 10%,Top 20%,Bottom 40%,Top 10%,Bottom 30%
1688,Bottom 40%,Bottom 40%,Bottom 20%,Top 20%,Bottom 20%
1689,Top 50%,Bottom 40%,Bottom 40%,Top 10%,Bottom 40%
1690,Bottom 40%,Bottom 40%,Bottom 40%,Top 30%,Bottom 30%
1691,Bottom 20%,Top 20%,Bottom 40%,Top 20%,Bottom 50%
1692,Top 30%,Bottom 40%,Bottom 20%,Top 10%,Bottom 20%
1693,Bottom 20%,Bottom 40%,Bottom 40%,Top 50%,Bottom 50%
1694,Top 20%,Bottom 40%,Bottom 30%,Bottom 50%,Bottom 40%
1695,Bottom 30%,Bottom 40%,Bottom 40%,Top 20%,Bottom 50%
1696,Top 20%,Top 20%,Bottom 20%,Bottom 50%,Bottom 20%
1697,Top 40%,Bottom 40%,Bottom 20%,Bottom 50%,Bottom 20%
1698,Top 40%,Bottom 30%,Bottom 5%,Top 5%,Bottom 5%
1699,Top 40%,Bottom 40%,Top 40%,Top 50%,Top 40%
1700,Top 50%,Top 20%,Bottom 20%,Top 20%,Bottom 20%
1701,Top 30%,Top 20%,Bottom 20%,Bottom 40%,Bottom 20%
1702,Bottom 10%,Bottom 40%,Bottom 20%,Top 5%,Bottom 10%
1703,Bottom 10%,Bottom 40%,Bottom 10%,Top 5%,Bottom 20%
1704,Bottom 50%,Bottom 40%,Bottom 20%,Top 20%,Bottom 20%
1705,Bottom 10%,Top 10%,Bottom 5%,Top 5%,Bottom 5%
1706,Top 40%,Bottom 40%,Bottom 40%,Top 50%,Bottom 30%
1707,Top 50%,Bottom 40%,Bottom 20%,Top 30%,Bottom 20%
1708,Top 50%,Bottom 40%,Bottom 40%,Top 40%,Bottom 50%
1709,Top 20%,Top 20%,Bottom 40%,Top 40%,Bottom 40%
1710,Top 50%,Bottom 40%,Bottom 40%,Top 40%,Bottom 40%
1711,Top 40%,Top 20%,Bottom 20%,Top 50%,Bottom 10%
1712,Bottom 10%,Bottom 30%,Bottom 40%,Top 10%,Bottom 40%
1713,Bottom 40%,Bottom 40%,Bottom 10%,Top 10%,Bottom 10%
1714,Bottom 10%,Bottom 40%,Bottom 30%,Top 5%,Bottom 30%
1715,Bottom 5%,Bottom 40%,Bottom 20%,Top 5%,Bottom 10%
1716,Top 40%,Bottom 40%,Bottom 20%,Top 20%,Bottom 20%
1717,Top 40%,Bottom 40%,Bottom 5%,Top 10%,Bottom 5%
1718,Bottom 40%,Bottom 40%,Top 40%,Top 30%,Top 40%
1719,Bottom 50%,Bottom 40%,Bottom 40%,Top 40%,Bottom 20%
1720,Bottom 40%,Bottom 40%,Bottom 10%,Top 10%,Bottom 10%
1721,Bottom 10%,Top 20%,Bottom 5%,Top 10%,Bottom 5%
1722,Bottom 10%,Top 20%,Bottom 20%,Top 10%,Bottom 10%
1723,Bottom 50%,Bottom 5%,Top 40%,Bottom 40%,Top 50%
1724,Bottom 30%,Top 20%,Top 40%,Top 40%,Top 50%
1725,Bottom 30%,Bottom 40%,Bottom 20%,Top 10%,Bottom 10%
1726,Bottom 20%,Bottom 40%,Bottom 10%,Top 10%,Bottom 10%
1727,Bottom 40%,Top 20%,Bottom 5%,Top 5%,Bottom 10%
1728,Bottom 10%,Top 20%,Bottom 20%,Top 10%,Bottom 10%
1729,Top 50%,Bottom 40%,Bottom 10%,Bottom 40%,Bottom 20%
1730,Top 50%,Top 20%,Top 40%,Top 30%,Top 50%
1731,Bottom 5%,Top 20%,Bottom 20%,Top 5%,Bottom 10%
1732,Bottom 40%,Top 20%,Bottom 40%,Top 30%,Bottom 40%
1733,Bottom 40%,Bottom 40%,Bottom 40%,Top 40%,Bottom 30%
1734,Bottom 20%,Top 20%,Top 40%,Top 20%,Top 40%
1735,Top 20%,Bottom 40%,Bottom 40%,Bottom 20%,Bottom 30%
1736,Top 40%,Top 20%,Bottom 20%,Top 40%,Bottom 20%
1737,Top 50%,Bottom 40%,Bottom 20%,Top 20%,Bottom 20%
1738,Top 30%,Top 20%,Bottom 40%,Top 30%,Bottom 30%
1739,Bottom 40%,Bottom 5%,Bottom 10%,Top 10%,Bottom 5%
1740,Bottom 30%,Bottom 40%,Bottom 20%,Top 10%,Bottom 10%
1741,Top 40%,Top 20%,Bottom 40%,Top 50%,Bottom 30%
1742,Top 50%,Top 20%,Bottom 40%,Top 30%,Bottom 50%
1743,Bottom 30%,Top 20%,Top 40%,Top 30%,Top 50%
1744,Top 30%,Bottom 40%,Bottom 5%,Top 30%,Bottom 10%
1745,Bottom 40%,Bottom 40%,Bottom 5%,Top 20%,Bottom 5%
1746,Bottom 20%,Top 20%,Bottom 10%,Top 10%,Bottom 10%
1747,Bottom 30%,Bottom 40%,Bottom 40%,Top 20%,Bottom 40%
1748,Top 40%,Bottom 40%,Bottom 5%,Bottom 40%,Bottom 5%
1749,Top 30%,Bottom 40%,Bottom 5%,Top 40%,Bottom 5%
1750,Top 40%,Bottom 40%,Bottom 40%,Top 10%,Bottom 40%
1751,Top 40%,Bottom 40%,Bottom 20%,Top 40%,Bottom 20%
1752,Top 10%,Bottom 40%,Bottom 5%,Top 30%,Bottom 5%
1753,Bottom 10%,Bottom 40%,Bottom 40%,Top 10%,Bottom 30%
1754,Bottom 10%,Bottom 40%,Bottom 20%,Top 10%,Bottom 20%
1755,Bottom 5%,Top 20%,Bottom 20%,Top 5%,Bottom 10%
1756,Top 10%,Bottom 40%,Bottom 20%,Bottom 40%,Bottom 20%
1757,Bottom 5%,Bottom 40%,Bottom 40%,Top 10%,Bottom 50%
1758,Bottom 5%,Bottom 40%,Bottom 40%,Top 5%,Bottom 30%
1759,Bottom 10%,Top 20%,Top 40%,Top 20%,Top 40%
1760,Bottom 30%,Bottom 40%,Bottom 20%,Top 10%,Bottom 20%
1761,Bottom 10%,Bottom 40%,Bottom 20%,Top 5%,Bottom 10%
1762,Bottom 30%,Bottom 40%,Bottom 40%,Bottom 50%,Bottom 30%
1763,Top 20%,Bottom 5%,Bottom 20%,Bottom 40%,Bottom 10%
1764,Bottom 30%,Bottom 40%,Bottom 40%,Top 50%,Bottom 30%
1765,Bottom 50%,Top 10%,Bottom 40%,Top 20%,Bottom 20%
1766,Bottom 20%,Top 20%,Bottom 40%,Top 40%,Bottom 30%
1767,Top 20%,Bottom 40%,Top 40%,Bottom 40%,Top 40%
1768,Bottom 10%,Bottom 40%,Bottom 40%,Top 20%,Bottom 40%
1769,Bottom 40%,Bottom 40%,Bottom 20%,Top 30%,Bottom 20%
1770,Bottom 5%,Bottom 5%,Top 40%,Top 10%,Top 50%
1771,Top 40%,Bottom 40%,Bottom 20%,Top 10%,Bottom 30%
1772,Bottom 30%,Top 20%,Bottom 10%,Top 10%,Bottom 10%
1773,Top 20%,Bottom 30%,Bottom 40%,Bottom 40%,Bottom 50%
1774,Top 40%,Top 20%,Bottom 20%,Bottom 30%,Bottom 20%
1775,Top 10%,Bottom 40%,Bottom 40%,Bottom 40%,Bottom 30%
1776,Bottom 40%,Top 20%,Bottom 40%,Top 30%,Bottom 40%
1777,Bottom 30%,Top 10%,Bottom 5%,Top 10%,Bottom 10%
1778,Top 50%,Top 20%,Bottom 10%,Top 30%,Bottom 10%
1779,Bottom 30%,Bottom 40%,Bottom 40%,Top 40%,Bottom 30%
1780,Top 20%,Bottom 40%,Bottom 40%,Top 50%,Bottom 30%
1781,Top 10%,Top 20%,Bottom 40%,Bottom 30%,Bottom 30%
1782,Bottom 10%,Bottom 30%,Bottom 40%,Top 10%,Bottom 40%
1783,Bottom 10%,Bottom 40%,Bottom 40%,Top 10%,Bottom 30%
1784,Top 10%,Bottom 40%,Bottom 10%,Top 40%,Bottom 20%
1785,Top 20%,Top 20%,Bottom 40%,Bottom 40%,Bottom 40%
1786,Top 40%,Bottom 40%,Bottom 10%,Top 20%,Bottom 20%
1787,Bottom 40%,Top 20%,Bottom 20%,Top 10%,Bottom 30%
1788,Bottom 10%,Bottom 40%,Bottom 40%,Top 20%,Bottom 40%
1789,Bottom 30%,Top 20%,Bottom 20%,Top 10%,Bottom 20%
1790,Bottom 10%,Bottom 40%,Bottom 20%,Top 10%,Bottom 10%
1791,Top 40%,Bottom 40%,Bottom 20%,Top 30%,Bottom 20%
1792,Top 20%,Top 20%,Bottom 40%,Top 30%,Bottom 40%
1793,Bottom 50%,Top 20%,Bottom 40%,Top 10%,Bottom 40%
1794,Bottom 5%,Top 20%,Bottom 30%,Top 5%,Bottom 40%
1795,Top 40%,Bottom 40%,Bottom 40%,Bottom 40%,Bottom 40%
1796,Bottom 30%,Bottom 40%,Bottom 20%,Top 20%,Bottom 10%
1797,Top 30%,Bottom 40%,Bottom 40%,Top 30%,Bottom 40%
1798,Bottom 50%,Bottom 40%,Bottom 40%,Top 20%,Bottom 40%
1799,Top 40%,Bottom 40%,Bottom 40%,Top 50%,Bottom 30%
1800,Bottom 30%,Top 20%,Bottom 20%,Top 20%,Bottom 20%
1801,Bottom 5%,Top 20%,Bottom 20%,Top 5%,Bottom 30%
1802,Top 20%,Top 20%,Bottom 40%,Bottom 30%,Bottom 40%
1803,Bottom 10%,Top 20%,Bottom 40%,Top 30%,Bottom 50%
1804,Bottom 40%,Bottom 30%,Bottom 5%,Top 10%,Bottom 5%
1805,Bottom 30%,Bottom 40%,Bottom 40%,Top 20%,Bottom 40%
1806,Bottom 50%,Bottom 40%,Bottom 40%,Top 40%,Bottom 30%
1807,Top 20%,Bottom 40%,Bottom 40%,Bottom 10%,Bottom 40%
1808,Top 30%,Bottom 5%,Bottom 40%,Top 20%,Bottom 30%
1809,Bottom 20%,Bottom 40%,Bottom 40%,Top 30%,Bottom 30%
1810,Top 20%,Bottom 40%,Bottom 20%,Top 50%,Bottom 10%
1811,Bottom 40%,Bottom 40%,Bottom 10%,Top 10%,Bottom 10%
1812,Bottom 10%,Bottom 40%,Bottom 40%,Top 30%,Bottom 50%
1813,Bottom 20%,Bottom 40%,Bottom 40%,Top 20%,Bottom 30%
1814,Bottom 30%,Bottom 40%,Bottom 20%,Top 5%,Bottom 10%
1815,Bottom 20%,Bottom 40%,Bottom 40%,Top 10%,Bottom 30%
1816,Top 30%,Bottom 40%,Bottom 20%,Top 20%,Bottom 10%
1817,Top 20%,Bottom 40%,Bottom 40%,Top 30%,Bottom 30%
1818,Bottom 40%,Bottom 40%,Top 30%,Bottom 40%,Top 40%
1819,Bottom 10%,Top 20%,Bottom 40%,Top 5%,Bottom 50%
1820,Top 50%,Bottom 40%,Top 40%,Bottom 40%,Top 40%
1821,Top 40%,Bottom 40%,Bottom 5%,Top 30%,Bottom 5%
1822,Bottom 20%,Bottom 30%,Bottom 40%,Top 20%,Bottom 40%
1823,Top 10%,Bottom 30%,Bottom 20%,Top 30%,Bottom 20%
1824,Bottom 40%,Top 20%,Bottom 40%,Bottom 40%,Bottom 50%
1825,Bottom 10%,Bottom 40%,Bottom 40%,Top 40%,Bottom 40%
1826,Bottom 30%,Top 20%,Bottom 40%,Top 30%,Bottom 40%
1827,Top 30%,Top 20%,Bottom 5%,Top 10%,Bottom 5%
1828,Top 30%,Top 20%,Top 40%,Top 50%,Top 40%
1829,Top 40%,Bottom 40%,Top 40%,Top 30%,Top 50%
1830,Bottom 40%,Bottom 40%,Top 20%,Top 50%,Top 30%
1831,Top 10%,Bottom 40%,Bottom 20%,Top 50%,Bottom 20%
1832,Top 40%,Bottom 5%,Bottom 40%,Top 50%,Bottom 30%
1833,Bottom 20%,Bottom 40%,Bottom 40%,Top 20%,Bottom 30%
1834,Bottom 50%,Bottom 40%,Top 20%,Bottom 40%,Top 10%
1835,Bottom 30%,Bottom 40%,Bottom 20%,Top 10%,Bottom 10%
1836,Top 50%,Top 20%,Bottom 5%,Top 20%,Bottom 5%
1837,Bottom 20%,Bottom 40%,Bottom 20%,Top 40%,Bottom 20%
1838,Bottom 10%,Bottom 40%,Bottom 40%,Top 30%,Bottom 50%
1839,Bottom 10%,Bottom 40%,Bottom 40%,Top 40%,Bottom 40%
1840,Bottom 30%,Bottom 40%,Bottom 10%,Top 10%,Bottom 10%
1841,Bottom 30%,Bottom 40%,Top 40%,Top 30%,Top 50%
1842,Top 30%,Top 20%,Bottom 20%,Top 30%,Bottom 20%
1843,Bottom 10%,Bottom 40%,Bottom 40%,Top 50%,Bottom 50%
1844,Top 40%,Bottom 40%,Bottom 40%,Top 20%,Bottom 40%
1845,Bottom 40%,Top 20%,Bottom 20%,Top 30%,Bottom 10%
1846,Bottom 10%,Bottom 40%,Bottom 20%,Top 5%,Bottom 10%
1847,Top 30%,Bottom 40%,Bottom 20%,Top 40%,Bottom 20%
1848,Bottom 20%,Top 20%,Bottom 40%,Top 10%,Bottom 30%
1849,Bottom 20%,Bottom 40%,Bottom 20%,Top 30%,Bottom 10%
1850,Top 40%,Top 20%,Bottom 40%,Top 30%,Bottom 20%
1851,Top 20%,Bottom 40%,Bottom 40%,Bottom 30%,Bottom 40%
1852,Bottom 40%,Bottom 40%,Bottom 5%,Top 5%,Bottom 5%
1853,Top 10%,Bottom 40%,Bottom 40%,Top 40%,Bottom 40%
1854,Top 20%,Top 20%,Bottom 5%,Top 30%,Bottom 5%
1855,Top 10%,Top 20%,Bottom 20%,Top 50%,Bottom 20%
1856,Top 30%,Bottom 40%,Bottom 40%,Top 30%,Bottom 50%
1857,Top 10%,Bottom 40%,Bottom 5%,Top 20%,Bottom 5%
1858,Top 20%,Top 20%,Bottom 40%,Bottom 40%,Bottom 40%
1859,Bottom 30%,Bottom 40%,Bottom 40%,Top 30%,Bottom 40%
1860,Top 20%,Bottom 40%,Bottom 5%,Bottom 20%,Bottom 10%
1861,Bottom 5%,Bottom 40%,Bottom 20%,Top 10%,Bottom 10%
1862,Bottom 40%,Top 20%,Bottom 40%,Bottom 50%,Bottom 50%
1863,Top 40%,Top 20%,Bottom 40%,Top 20%,Bottom 40%
1864,Bottom 20%,Bottom 40%,Bottom 20%,Top 10%,Bottom 20%
1865,Top 40%,Bottom 40%,Bottom 40%,Top 40%,Bottom 40%
1866,Top 50%,Top 20%,Bottom 40%,Top 30%,Bottom 40%
1867,Bottom 40%,Bottom 40%,Bottom 40%,Top 30%,Bottom 40%
1868,Bottom 10%,Bottom 40%,Bottom 10%,Top 10%,Bottom 20%
1869,Bottom 20%,Bottom 40%,Bottom 40%,Top 5%,Bottom 40%
1870,Top 30%,Bottom 40%,Bottom 30%,Top 20%,Bottom 30%
1871,Top 50%,Bottom 40%,Bottom 20%,Top 20%,Bottom 20%
1872,Bottom 10%,Bottom 40%,Bottom 20%,Top 10%,Bottom 10%
1873,Top 30%,Top 20%,Bottom 20%,Top 10%,Bottom 20%
1874,Top 40%,Bottom 5%,Bottom 10%,Top 50%,Bottom 10%
1875,Bottom 40%,Bottom 40%,Top 40%,Top 40%,Top 40%
1876,Top 30%,Bottom 5%,Bottom 20%,Bottom 30%,Bottom 10%
1877,Top 20%,Top 5%,Bottom 40%,Bottom 40%,Bottom 40%
1878,Bottom 50%,Bottom 40%,Bottom 40%,Top 30%,Bottom 50%
1879,Top 40%,Bottom 40%,Bottom 20%,Top 40%,Bottom 20%
1880,Bottom 40%,Top 20%,Bottom 5%,Top 10%,Bottom 10%
1881,Top 20%,Bottom 40%,Bottom 5%,Top 30%,Bottom 5%
1882,Bottom 30%,Top 20%,Bottom 40%,Top 10%,Bottom 40%
1883,Bottom 50%,Bottom 40%,Bottom 20%,Top 10%,Bottom 10%
1884,Bottom 40%,Bottom 40%,Bottom 20%,Top 10%,Bottom 20%
1885,Top 30%,Bottom 40%,Bottom 20%,Top 30%,Bottom 30%
1886,Bottom 10%,Bottom 40%,Bottom 40%,Top 5%,Bottom 40%
1887,Top 10%,Bottom 40%,Bottom 20%,Bottom 40%,Bottom 20%
1888,Top 50%,Bottom 40%,Bottom 10%,Top 30%,Bottom 20%
1889,Top 20%,Bottom 30%,Bottom 40%,Top 50%,Bottom 40%
1890,Bottom 30%,Bottom 40%,Bottom 40%,Top 10%,Bottom 20%
1891,Bottom 50%,Bottom 40%,Bottom 30%,Top 30%,Bottom 40%
1892,Top 20%,Bottom 40%,Bottom 20%,Bottom 30%,Bottom 20%
1893,Bottom 20%,Bottom 40%,Bottom 20%,Top 5%,Bottom 20%
1894,Bottom 50%,Bottom 40%,Bottom 20%,Top 20%,Bottom 20%
1895,Top 30%,Bottom 40%,Bottom 20%,Bottom 40%,Bottom 10%
1896,Bottom 40%,Top 20%,Bottom 20%,Top 30%,Bottom 20%
1897,Top 50%,Top 20%,Bottom 5%,Top 40%,Bottom 5%
1898,Bottom 30%,Bottom 40%,Bottom 20%,Top 30%,Bottom 10%
1899,Top 40%,Bottom 40%,Bottom 40%,Top 20%,Bottom 50%
1900,Top 30%,Bottom 40%,Bottom 40%,Top 20%,Bottom 40%
1901,Bottom 40%,Bottom 40%,Bottom 20%,Top 10%,Bottom 10%
1902,Top 30%,Bottom 40%,Bottom 40%,Bottom 50%,Bottom 40%
1903,Top 50%,Top 20%,Bottom 10%,Top 30%,Bottom 20%
1904,Bottom 20%,Bottom 40%,Bottom 40%,Top 30%,Bottom 50%
1905,Bottom 40%,Top 20%,Bottom 10%,Top 10%,Bottom 10%
1906,Top 50%,Top 20%,Bottom 5%,Top 10%,Bottom 5%
1907,Top 10%,Top 5%,Bottom 10%,Top 40%,Bottom 10%
1908,Top 40%,Bottom 40%,Top 40%,Bottom 40%,Top 40%
1909,Bottom 20%,Bottom 40%,Bottom 40%,Top 30%,Bottom 30%
1910,Top 20%,Top 20%,Bottom 40%,Bottom 10%,Bottom 30%
1911,Bottom 5%,Bottom 40%,Top 40%,Top 5%,Top 50%
1912,Bottom 5%,Bottom 40%,Bottom 20%,Top 5%,Bottom 10%
1913,Bottom 20%,Top 20%,Bottom 20%,Top 10%,Bottom 20%
1914,Bottom 20%,Top 20%,Bottom 40%,Top 20%,Bottom 40%
1915,Top 30%,Top 20%,Bottom 20%,Top 30%,Bottom 20%
1916,Bottom 20%,Bottom 40%,Bottom 20%,Top 40%,Bottom 20%
1917,Bottom 40%,Top 20%,Bottom 20%,Top 20%,Bottom 20%
1918,Top 40%,Top 20%,Bottom 40%,Bottom 40%,Bottom 40%
1919,Top 30%,Top 20%,Bottom 40%,Top 40%,Bottom 30%
1920,Bottom 20%,Bottom 40%,Bottom 20%,Top 30%,Bottom 20%
1921,Bottom 50%,Bottom 40%,Bottom 20%,Top 20%,Bottom 30%
1922,Bottom 10%,Top 20%,Bottom 20%,Top 5%,Bottom 20%
1923,Bottom 30%,Bottom 40%,Bottom 40%,Top 30%,Bottom 30%
1924,Top 50%,Top 20%,Bottom 40%,Top 40%,Bottom 40%
1925,Top 20%,Bottom 40%,Top 40%,Bottom 20%,Top 50%
1926,Bottom 10%,Bottom 40%,Bottom 40%,Top 10%,Bottom 30%
1927,Top 10%,Bottom 40%,Bottom 20%,Top 30%,Bottom 10%
1928,Top 30%,Bottom 40%,Top 40%,Bottom 40%,Top 40%
1929,Top 50%,Bottom 40%,Top 40%,Bottom 50%,Top 50%
1930,Top 30%,Bottom 40%,Top 40%,Top 20%,Top 50%
1931,Bottom 30%,Top 10%,Bottom 20%,Top 20%,Bottom 20%
1932,Top 10%,Top 20%,Bottom 40%,Bottom 30%,Bottom 40%
1933,Top 10%,Bottom 40%,Bottom 20%,Bottom 40%,Bottom 20%
1934,Top 20%,Bottom 40%,Bottom 20%,Top 30%,Bottom 20%
1935,Top 20%,Bottom 5%,Bottom 20%,Bottom 40%,Bottom 20%
1936,Bottom 10%,Bottom 40%,Bottom 5%,Top 10%,Bottom 10%
1937,Bottom 30%,Bottom 40%,Bottom 40%,Top 20%,Bottom 40%
1938,Bottom 10%,Bottom 30%,Bottom 20%,Top 5%,Bottom 10%
1939,Top 30%,Bottom 40%,Bottom 5%,Top 40%,Bottom 5%
1940,Top 40%,Top 20%,Bottom 5%,Top 30%,Bottom 10%
1941,Top 10%,Bottom 40%,Bottom 40%,Bottom 40%,Bottom 30%
1942,Bottom 10%,Bottom 5%,Bottom 20%,Top 5%,Bottom 10%
1943,Top 10%,Bottom 5%,Bottom 40%,Bottom 30%,Bottom 40%
1944,Top 20%,Top 20%,Bottom 5%,Top 30%,Bottom 5%
1945,Top 40%,Top 20%,Bottom 40%,Top 50%,Bottom 30%
1946,Bottom 50%,Top 20%,Bottom 40%,Top 30%,Bottom 40%
1947,Bottom 10%,Top 20%,Bottom 20%,Top 5%,Bottom 10%
1948,Bottom 30%,Bottom 40%,Top 20%,Bottom 30%,Top 20%
1949,Bottom 50%,Top 20%,Bottom 40%,Top 40%,Bottom 40%
1950,Bottom 20%,Top 20%,Bottom 40%,Top 30%,Bottom 40%
1951,Bottom 40%,Top 20%,Bottom 10%,Top 20%,Bottom 10%
1952,Bottom 5%,Top 20%,Bottom 40%,Top 5%,Bottom 40%
1953,Bottom 20%,Top 20%,Bottom 40%,Top 10%,Bottom 30%
1954,Top 50%,Bottom 40%,Bottom 10%,Top 20%,Bottom 10%
1955,Top 20%,Bottom 40%,Bottom 20%,Top 30%,Bottom 10%
1956,Bottom 10%,Bottom 40%,Bottom 20%,Top 20%,Bottom 10%
1957,Top 30%,Bottom 40%,Bottom 40%,Top 40%,Bottom 30%
1958,Top 20%,Bottom 40%,Bottom 40%,Bottom 30%,Bottom 50%
1959,Bottom 20%,Top 20%,Bottom 20%,Top 10%,Bottom 10%
1960,Top 50%,Bottom 40%,Bottom 5%,Top 40%,Bottom 5%
1961,Bottom 30%,Bottom 40%,Bottom 20%,Top 20%,Bottom 20%
1962,Top 40%,Top 20%,Bottom 10%,Top 10%,Bottom 20%
1963,Bottom 30%,Bottom 30%,Bottom 5%,Top 10%,Bottom 5%
1964,Bottom 30%,Bottom 40%,Bottom 10%,Top 10%,Bottom 10%
1965,Top 20%,Bottom 40%,Bottom 20%,Top 30%,Bottom 10%
1966,Top 40%,Top 20%,Top 40%,Top 20%,Top 40%
1967,Top 20%,Bottom 40%,Bottom 40%,Top 50%,Bottom 40%
1968,Top 5%,Bottom 40%,Bottom 40%,Bottom 10%,Bottom 30%
1969,Top 40%,Bottom 40%,Bottom 40%,Top 20%,Bottom 30%
1970,Top 30%,Top 10%,Bottom 10%,Top 40%,Bottom 10%
1971,Bottom 30%,Bottom 40%,Bottom 5%,Top 10%,Bottom 5%
1972,Bottom 10%,Bottom 40%,Bottom 40%,Top 20%,Bottom 50%
1973,Top 20%,Bottom 40%,Bottom 20%,Top 50%,Bottom 20%
1974,Top 30%,Bottom 40%,Bottom 10%,Top 30%,Bottom 10%
1975,Bottom 10%,Bottom 40%,Top 50%,Top 10%,Top 50%
1976,Bottom 50%,Bottom 40%,Bottom 40%,Top 20%,Bottom 40%
1977,Top 40%,Bottom 40%,Bottom 40%,Top 40%,Bottom 40%
1978,Bottom 40%,Bottom 40%,Bottom 40%,Top 10%,Bottom 30%
1979,Bottom 10%,Bottom 5%,Bottom 40%,Top 5%,Bottom 20%
1980,Bottom 20%,Top 20%,Bottom 40%,Top 10%,Top 50%
1981,Top 20%,Top 20%,Bottom 40%,Bottom 40%,Bottom 50%
1982,Bottom 20%,Bottom 40%,Bottom 5%,Top 10%,Bottom 5%
1983,Bottom 30%,Bottom 40%,Bottom 20%,Top 10%,Bottom 20%
1984,Bottom 20%,Bottom 40%,Bottom 20%,Top 10%,Bottom 10%
1985,Top 20%,Bottom 40%,Bottom 20%,Top 40%,Bottom 10%
1986,Bottom 10%,Bottom 40%,Bottom 40%,Top 40%,Bottom 50%
1987,Bottom 5%,Bottom 5%,Bottom 30%,Top 20%,Bottom 50%
1988,Bottom 40%,Bottom 40%,Top 40%,Top 40%,Top 30%
1989,Bottom 5%,Top 20%,Bottom 40%,Top 5%,Bottom 30%
1990,Bottom 50%,Top 20%,Bottom 40%,Top 30%,Bottom 50%
1991,Top 40%,Top 20%,Bottom 20%,Bottom 50%,Bottom 10%
1992,Top 30%,Top 20%,Bottom 5%,Top 10%,Bottom 5%
1993,Bottom 40%,Bottom 40%,Bottom 20%,Top 30%,Bottom 20%
1994,Top 50%,Bottom 40%,Bottom 20%,Top 20%,Bottom 10%
1995,Top 30%,Top 20%,Bottom 5%,Top 40%,Bottom 5%
1996,Bottom 20%,Bottom 5%,Bottom 10%,Top 5%,Bottom 10%
1997,Top 20%,Bottom 40%,Bottom 20%,Bottom 40%,Bottom 10%
1998,Bottom 40%,Bottom 40%,Bottom 5%,Top 10%,Bottom 10%
1999,Bottom 30%,Bottom 40%,Top 40%,Top 20%,Bottom 50%
2000,Bottom 40%,Bottom 40%,Bottom 10%,Top 10%,Bottom 10%
2001,Top 20%,Top 20%,Bottom 5%,Top 30%,Bottom 10%
2002,Bottom 50%,Bottom 40%,Bottom 40%,Top 40%,Bottom 30%
2003,Top 50%,Bottom 40%,Bottom 10%,Top 20%,Bottom 10%
2004,Top 40%,Top 20%,Bottom 40%,Top 30%,Bottom 40%
2005,Top 40%,Top 20%,Bottom 20%,Top 5%,Bottom 20%
2006,Bottom 10%,Bottom 40%,Bottom 40%,Top 10%,Top 50%
2007,Bottom 30%,Bottom 40%,Top 40%,Top 10%,Bottom 50%
2008,Bottom 50%,Bottom 40%,Bottom 20%,Top 40%,Bottom 20%
2009,Top 20%,Bottom 40%,Bottom 20%,Top 10%,Bottom 10%
2010,Top 40%,Bottom 40%,Bottom 40%,Top 30%,Bottom 40%
2011,Top 30%,Top 20%,Bottom 20%,Top 40%,Bottom 20%
2012,Bottom 40%,Bottom 40%,Bottom 40%,Top 20%,Bottom 40%
2013,Bottom 5%,Bottom 40%,Bottom 5%,Top 5%,Bottom 5%
2014,Bottom 50%,Bottom 40%,Bottom 40%,Top 40%,Bottom 50%
2015,Bottom 20%,Bottom 40%,Bottom 20%,Top 10%,Bottom 20%
2016,Top 30%,Bottom 5%,Bottom 20%,Top 40%,Bottom 20%
2017,Top 20%,Bottom 40%,Bottom 40%,Bottom 30%,Bottom 30%
2018,Top 20%,Bottom 40%,Bottom 40%,Bottom 50%,Bottom 40%
2019,Bottom 5%,Top 20%,Bottom 40%,Top 10%,Bottom 30%
2020,Bottom 50%,Top 20%,Bottom 20%,Top 10%,Bottom 20%
2021,Bottom 10%,Bottom 40%,Bottom 40%,Top 20%,Bottom 40%
2022,Bottom 50%,Top 20%,Bottom 20%,Top 50%,Bottom 10%
2023,Bottom 20%,Bottom 40%,Top 40%,Top 20%,Top 50%
2024,Bottom 10%,Bottom 40%,Bottom 20%,Top 5%,Bottom 10%
2025,Bottom 30%,Top 20%,Bottom 40%,Top 30%,Bottom 50%
2026,Bottom 50%,Bottom 40%,Bottom 20%,Top 40%,Bottom 20%
2027,Bottom 20%,Bottom 40%,Bottom 10%,Top 10%,Bottom 10%
2028,Top 20%,Bottom 40%,Bottom 40%,Top 30%,Bottom 30%
2029,Top 10%,Bottom 40%,Bottom 10%,Bottom 10%,Bottom 20%
2030,Bottom 40%,Bottom 40%,Top 40%,Top 20%,Bottom 50%
2031,Bottom 30%,Top 20%,Top 40%,Top 20%,Top 50%
2032,Bottom 40%,Bottom 40%,Bottom 40%,Top 30%,Bottom 30%
2033,Top 20%,Bottom 5%,Bottom 20%,Bottom 30%,Bottom 10%
2034,Bottom 10%,Bottom 40%,Top 40%,Top 30%,Top 50%
2035,Top 10%,Bottom 40%,Bottom 40%,Bottom 20%,Top 50%
2036,Top 50%,Bottom 40%,Bottom 40%,Top 30%,Bottom 30%
2037,Top 30%,Bottom 40%,Bottom 10%,Top 30%,Bottom 10%
2038,Top 20%,Bottom 40%,Bottom 5%,Top 40%,Bottom 5%
