,emp_ID,department,promoted,review,projects,salary,tenure,satisfaction,bonus,avg_hrs_month,left
1157,1157,Sales,Not Promoted,0.5897408492312792,3,Medium,5,0.7986616654172735,No Bonus,178.62791629083046,Stayed
1158,1158,Retail,Not Promoted,0.7312833931889763,4,Medium,6,0.4969307489648752,No Bonus,184.34284148968544,Stayed
1159,1159,Engineering,Not Promoted,0.768489110021989,4,Medium,4,0.5447494702239678,No Bonus,176.72793370715462,Stayed
1160,1160,Retail,Not Promoted,0.6176713914090021,3,Low,7,0.5490924083493739,No Bonus,185.19758534058445,Stayed
1161,1161,Operations,Not Promoted,0.6906879659192329,3,Medium,6,0.4852380692095104,No Bonus,181.9029343087801,Stayed
1162,1162,Engineering,Not Promoted,0.6760285500823136,4,Medium,5,0.5786626042078227,Bonus,181.3129342835063,Stayed
1163,1163,Sales,Not Promoted,0.7061373111006537,3,Low,7,0.563345038337172,No Bonus,186.9348988645717,Stayed
1164,1164,Operations,Not Promoted,0.4765758456811103,3,Medium,6,0.9572910744340408,No Bonus,182.4389078594127,Stayed
1165,1165,Sales,Not Promoted,0.6624789270039496,3,Medium,6,0.5344132295984795,No Bonus,183.71540450652043,Stayed
1166,1166,Engineering,Not Promoted,0.6108745708956389,3,High,5,0.5292544077408222,No Bonus,178.8238806019887,Stayed
1167,1167,Sales,Not Promoted,0.7096725912230317,4,Medium,5,0.5851085879515354,No Bonus,178.84865251074922,Stayed
1168,1168,Sales,Not Promoted,0.7135494430735325,3,Medium,5,0.6151252532360196,No Bonus,178.74913031242264,Stayed
1169,1169,Retail,Not Promoted,0.542125391496924,4,Medium,7,0.6340900252873352,No Bonus,184.938758343166,Stayed
1170,1170,Support,Not Promoted,0.5752850881306515,3,High,5,0.8418604088119827,Bonus,181.19982130213742,Stayed
1171,1171,Retail,Not Promoted,0.6585910679070245,4,Medium,6,0.5805102137705869,Bonus,183.54468289115084,Stayed
1172,1172,Finance,Not Promoted,0.6000175522291409,4,Low,5,0.6522221517634622,No Bonus,179.48875227161483,Stayed
1173,1173,Sales,Not Promoted,0.593582177594681,3,Medium,6,0.6090801790752937,No Bonus,183.17421569439145,Stayed
1174,1174,Admin,Not Promoted,0.6254203723485804,3,Medium,7,0.5689087689809383,No Bonus,184.93668955114083,Stayed
1175,1175,Operations,Not Promoted,0.6299777963996962,4,Medium,6,0.5810265069602577,No Bonus,183.0451151689288,Stayed
1176,1176,Finance,Not Promoted,0.6393762106071824,3,Medium,6,0.6874927239363261,No Bonus,181.8450982027959,Stayed
1177,1177,Sales,Not Promoted,0.6166443562971855,2,High,6,0.6878528541505222,Bonus,183.5318483729898,Stayed
1178,1178,Retail,Not Promoted,0.5970737425749959,3,Medium,6,0.6370110658757757,Bonus,183.8800695041837,Stayed
1179,1179,Operations,Not Promoted,0.6805886711717815,3,Medium,6,0.5296321968131673,No Bonus,183.5837776905795,Stayed
1180,1180,Sales,Not Promoted,0.5214743793319034,4,Medium,5,0.8890651001463595,No Bonus,179.90594715192844,Stayed
1181,1181,Logistics,Not Promoted,0.6112011351599809,3,Medium,5,0.7363503517119837,No Bonus,180.75515922471268,Stayed
1182,1182,Sales,Not Promoted,0.5525634996431112,3,Medium,5,0.6494974997811833,No Bonus,181.09646010975362,Stayed
1183,1183,Engineering,Not Promoted,0.6895341254384024,4,Medium,6,0.4644400306247332,No Bonus,184.34791974222387,Stayed
1184,1184,Logistics,Not Promoted,0.5438804568971669,4,Medium,6,0.7014401703070589,No Bonus,183.24906581576957,Stayed
1185,1185,Engineering,Not Promoted,0.6880107000330565,3,Medium,5,0.6209326053279607,No Bonus,181.2794418249431,Stayed
1186,1186,Finance,Not Promoted,0.6538379220436401,3,Medium,5,0.6666612251176243,No Bonus,179.43689716203357,Stayed
1187,1187,Finance,Not Promoted,0.6644528217742194,3,High,7,0.4612609737695261,No Bonus,186.90361922641688,Stayed
1188,1188,Finance,Not Promoted,0.6813681081606637,2,Medium,7,0.6216825148021328,No Bonus,185.58185238118816,Stayed
1189,1189,Sales,Not Promoted,0.6521889041813678,3,Medium,5,0.6980956572546858,No Bonus,179.30752092480495,Stayed
1190,1190,Support,Not Promoted,0.6798453531129416,3,Medium,4,0.5432031319850569,No Bonus,177.46957875715873,Churned
1191,1191,Sales,Not Promoted,0.5597202951788302,4,Medium,6,0.581428770617287,No Bonus,182.63778305184402,Stayed
1192,1192,IT,Not Promoted,0.6227856531385579,3,High,5,0.6516499865212867,No Bonus,179.77071215960774,Stayed
1193,1193,Retail,Not Promoted,0.8384183715814255,3,Medium,6,0.2918372784147974,No Bonus,182.4678731684893,Stayed
1194,1194,Admin,Not Promoted,0.5783924509729156,3,Medium,4,0.8106051933843584,Bonus,177.35266459604287,Stayed
1195,1195,Retail,Not Promoted,0.5989859426108863,3,Medium,5,0.8334995136395776,Bonus,180.7393425074503,Stayed
1196,1196,Retail,Not Promoted,0.8273189577291495,3,Medium,6,0.3855809171089757,No Bonus,183.5785001203077,Stayed
1197,1197,Support,Not Promoted,0.6747847554903508,3,Medium,5,0.6437326351065764,No Bonus,180.43180910930718,Stayed
1198,1198,IT,Not Promoted,0.8352898078866892,3,Medium,4,0.4355488591605334,No Bonus,177.40393621129434,Stayed
1199,1199,Marketing,Not Promoted,0.6360485061602013,3,Medium,6,0.5517523813539588,No Bonus,182.54768564554595,Stayed
1200,1200,Retail,Not Promoted,0.6362630738153305,3,High,5,0.5110367472977371,Bonus,179.9867647662027,Stayed
1201,1201,Operations,Not Promoted,0.5820528382512705,3,Medium,7,0.6039701214297812,No Bonus,184.8203182487207,Stayed
1202,1202,Operations,Not Promoted,0.7542126778913992,4,Medium,6,0.4774593933184128,No Bonus,181.5266702014791,Stayed
1203,1203,Operations,Not Promoted,0.5960788620065658,3,Medium,4,0.6997542491806561,No Bonus,176.82590713409863,Stayed
1204,1204,Engineering,Not Promoted,0.6543239009416383,4,Low,6,0.574117651622109,No Bonus,182.73779755614967,Stayed
1205,1205,Support,Not Promoted,0.6461515041682996,3,High,4,0.6921829525549449,No Bonus,177.72723071847233,Stayed
1206,1206,Finance,Not Promoted,0.6775418615074282,3,Medium,7,0.5314219087819156,Bonus,187.1555371866497,Stayed
1207,1207,Support,Not Promoted,0.5854454590174822,3,High,4,0.7632688287042775,Bonus,177.97889287702338,Stayed
1208,1208,Sales,Not Promoted,0.7450539721063363,3,Medium,6,0.5322023625540371,No Bonus,182.1639381612571,Stayed
1209,1209,Retail,Not Promoted,0.5467093942409813,4,Medium,5,0.7713224378147246,Bonus,181.15012258794346,Stayed
1210,1210,IT,Not Promoted,0.6112579595495762,3,Low,7,0.6498915615322421,No Bonus,184.90910964684383,Stayed
1211,1211,IT,Not Promoted,0.6140173653294481,4,Medium,6,0.6476344211912963,No Bonus,182.003002459096,Stayed
1212,1212,Operations,Not Promoted,0.7849328127281032,3,Medium,4,0.5300857280606079,Bonus,175.87818040959755,Stayed
1213,1213,Retail,Not Promoted,0.6055502359705738,2,Low,7,0.6424796204442483,No Bonus,184.53125762658692,Stayed
1214,1214,Marketing,Not Promoted,0.6315811524132064,2,High,6,0.6473343801580848,No Bonus,182.58707221809257,Stayed
1215,1215,Support,Not Promoted,0.6010482333647623,3,Medium,6,0.6739243100896362,No Bonus,183.22741661401162,Stayed
1216,1216,Retail,Not Promoted,0.7190327626854134,3,Medium,5,0.6112035277708567,No Bonus,180.4945285535001,Stayed
1217,1217,Admin,Not Promoted,0.6459651688137585,4,High,5,0.6116533495300831,No Bonus,180.15682077505974,Stayed
1218,1218,Retail,Not Promoted,0.5549001132650435,3,Medium,5,0.6733975175284683,No Bonus,180.5478896480671,Stayed
1219,1219,Operations,Not Promoted,0.6056286270009312,3,Medium,5,0.6637533866818142,No Bonus,179.19664261081851,Stayed
1220,1220,Support,Not Promoted,0.760120445425863,3,High,6,0.4541770993070609,No Bonus,182.5345591943696,Stayed
1221,1221,Marketing,Not Promoted,0.8370263858746043,3,Medium,6,0.3303435334965781,No Bonus,181.626495275932,Stayed
1222,1222,Marketing,Not Promoted,0.6229400982027817,4,Medium,5,0.595903300074945,No Bonus,180.5030655311469,Stayed
1223,1223,Sales,Not Promoted,0.6343247482566197,3,Low,5,0.6541133472213616,No Bonus,180.72074869412117,Stayed
1224,1224,Sales,Not Promoted,0.7601739875221318,4,Medium,5,0.6279356502123891,No Bonus,179.2186456006251,Stayed
1225,1225,Operations,Not Promoted,0.5185833164877884,4,Medium,5,0.845335231273595,Bonus,179.3312204476858,Stayed
1226,1226,Sales,Not Promoted,0.6271160564090218,3,Medium,5,0.611749085271007,No Bonus,181.3545433400496,Stayed
1227,1227,IT,Not Promoted,0.6065366138963245,3,Medium,4,0.7598029502867094,No Bonus,175.99816051858033,Stayed
1228,1228,Retail,Not Promoted,0.6007715393997715,3,Medium,6,0.594688081330071,No Bonus,181.9136283151133,Stayed
1229,1229,IT,Not Promoted,0.6523822193137948,3,Medium,6,0.5440872704280272,No Bonus,184.04270412230838,Stayed
1230,1230,Retail,Not Promoted,0.5818237720680877,3,Medium,6,0.6266255783259657,No Bonus,183.08476343763604,Stayed
1231,1231,Operations,Not Promoted,0.6235180069788304,4,High,4,0.6909820652833489,No Bonus,178.1443570984758,Stayed
1232,1232,Admin,Not Promoted,0.6503786600271183,2,Medium,5,0.6572881215271325,Bonus,178.8506130513467,Stayed
1233,1233,Sales,Not Promoted,0.7568630728387352,3,Medium,5,0.4899846996202163,No Bonus,181.35199383093442,Stayed
1234,1234,Operations,Not Promoted,0.5444396820641814,4,Medium,5,0.7897679779671022,No Bonus,180.5066626171869,Stayed
1235,1235,Engineering,Not Promoted,0.5325786509072294,4,Medium,6,0.8333980848264243,No Bonus,183.4304962757867,Stayed
1236,1236,IT,Not Promoted,0.6700192741192648,5,Medium,4,0.5805702816526789,No Bonus,177.3082336596798,Stayed
1237,1237,Admin,Not Promoted,0.7194447195000557,4,Medium,7,0.4329706164802596,No Bonus,185.11527198147,Stayed
1238,1238,Sales,Not Promoted,0.5694402695951939,3,Medium,6,0.6177268750037309,No Bonus,183.66999433579417,Stayed
1239,1239,Admin,Promoted,0.6317006431262876,3,High,5,0.5368846710961771,No Bonus,181.33869701641945,Stayed
1240,1240,Sales,Not Promoted,0.7389753290338157,4,Medium,5,0.5315321413474814,Bonus,180.54910062343941,Stayed
1241,1241,Retail,Not Promoted,0.6728021257061367,3,Medium,5,0.5866159775995339,Bonus,180.05505801072928,Stayed
1242,1242,Engineering,Promoted,0.5858707397966052,4,Medium,7,0.5652790661168586,Bonus,185.10721939305526,Stayed
1243,1243,Operations,Not Promoted,0.7185230117928525,3,Low,4,0.5683868026377394,No Bonus,176.67578867085518,Stayed
1244,1244,Engineering,Not Promoted,0.6348419208731506,3,Low,6,0.5368576496660825,No Bonus,183.8974678136368,Stayed
1245,1245,Finance,Not Promoted,0.5885311799152999,3,Medium,4,0.7939265912914485,No Bonus,178.02508459159642,Stayed
1246,1246,Finance,Not Promoted,0.5471271556381809,3,Medium,6,0.7516128903051198,No Bonus,182.04276025003284,Stayed
1247,1247,Operations,Not Promoted,0.6964589760340958,3,High,5,0.6094929471605195,No Bonus,179.44233148047084,Stayed
1248,1248,Retail,Not Promoted,0.6121433051540284,4,Medium,6,0.6063557559623789,No Bonus,181.82512215984315,Stayed
1249,1249,Sales,Not Promoted,0.5293661930184838,3,Medium,6,0.6670276665918228,No Bonus,182.7546057390549,Stayed
1250,1250,Retail,Not Promoted,0.6262459042269429,4,Medium,5,0.6664241711359487,No Bonus,181.39205096712732,Stayed
1251,1251,Sales,Not Promoted,0.6359324312948456,3,Medium,5,0.7419097572212366,Bonus,179.40021679614898,Stayed
1252,1252,Engineering,Not Promoted,0.5527995741054686,4,Medium,6,0.8065551925970099,No Bonus,182.9943932350599,Stayed
1253,1253,IT,Not Promoted,0.5017614842726262,4,Low,5,0.7130846415818951,No Bonus,180.8149605228648,Stayed
1254,1254,Admin,Not Promoted,0.7609867506412351,4,Medium,5,0.4298745394517285,No Bonus,180.82431875239448,Stayed
1255,1255,Operations,Not Promoted,0.7824822018433245,4,Medium,7,0.2333527267901914,No Bonus,186.8791712379784,Stayed
1256,1256,Marketing,Not Promoted,0.7455546502704571,3,Medium,7,0.2589534994683671,Bonus,184.69938315632626,Stayed
1257,1257,Retail,Not Promoted,0.6169883681093484,4,Low,7,0.6679366830491046,Bonus,185.04459162294683,Stayed
1258,1258,Support,Not Promoted,0.7854959457232996,3,Low,5,0.517573530560694,No Bonus,180.92263322565384,Stayed
1259,1259,Retail,Not Promoted,0.7014495801360057,3,Medium,6,0.4240604307355451,No Bonus,181.68481070965825,Stayed
1260,1260,Operations,Not Promoted,0.6632874015554626,4,Medium,6,0.4518892743224618,No Bonus,184.30592291889684,Stayed
1261,1261,Finance,Not Promoted,0.5955158399407552,3,Medium,6,0.7509388612250831,No Bonus,183.47506120482498,Stayed
1262,1262,Marketing,Not Promoted,0.6491817352625044,3,High,4,0.6850285752710564,No Bonus,177.4343942733778,Stayed
1263,1263,Retail,Not Promoted,0.7012886903405131,3,Low,6,0.4905131596527213,Bonus,182.91313080336545,Stayed
1264,1264,Engineering,Not Promoted,0.6320753315442038,3,Medium,4,0.8681681874800714,No Bonus,178.01041739322582,Stayed
1265,1265,Marketing,Not Promoted,0.5643957196066227,4,Low,6,0.7087956199958184,Bonus,183.0763511447265,Stayed
1266,1266,Logistics,Not Promoted,0.5862011732879548,3,Medium,5,0.5471928831619819,Bonus,181.06889634383842,Stayed
1267,1267,Engineering,Not Promoted,0.596197035881898,4,Medium,7,0.620459358766391,No Bonus,185.82307135993904,Stayed
1268,1268,Support,Not Promoted,0.5456694710083052,3,High,5,0.8399561468474933,Bonus,180.15727343468416,Stayed
1269,1269,Sales,Not Promoted,0.6034849215362501,3,Medium,6,0.6614643093746903,No Bonus,183.2726062821761,Stayed
1270,1270,Retail,Not Promoted,0.6829154873485872,2,Medium,5,0.5631715365123647,No Bonus,180.02654250551683,Stayed
1271,1271,Engineering,Not Promoted,0.6276493531905527,4,Low,6,0.5838900533308579,No Bonus,181.5435213880102,Stayed
1272,1272,Finance,Not Promoted,0.5923221700616911,3,Medium,5,0.6571790041120501,No Bonus,181.447093908352,Stayed
1273,1273,Engineering,Not Promoted,0.6822408952789536,3,Medium,6,0.6337831668912199,Bonus,181.98285476967567,Stayed
1274,1274,Sales,Not Promoted,0.7054903803484216,3,Medium,5,0.5042527540601919,No Bonus,181.22878629174184,Stayed
1275,1275,Admin,Not Promoted,0.6904557384185833,3,Medium,4,0.666046178145613,No Bonus,178.0572293420692,Stayed
1276,1276,Engineering,Not Promoted,0.7331561641238371,4,Low,6,0.5790771283607323,No Bonus,183.46249233158932,Stayed
1277,1277,Support,Not Promoted,0.5465163496439536,3,Medium,6,0.6740394259786288,No Bonus,182.05618817357825,Stayed
1278,1278,Marketing,Not Promoted,0.5457891712216212,3,Medium,5,0.7683410503452359,No Bonus,181.29319180908783,Stayed
1279,1279,Sales,Not Promoted,0.7752129860625239,4,Medium,5,0.5041385561600551,No Bonus,180.47468344952807,Stayed
1280,1280,Admin,Not Promoted,0.6113288386038085,3,High,5,0.6973488512169833,No Bonus,180.1091518877025,Stayed
1281,1281,Sales,Not Promoted,0.5069713647856162,4,Low,7,0.6298887368396523,No Bonus,185.0215526423906,Stayed
1282,1282,Sales,Not Promoted,0.5211703021376577,4,Medium,6,0.7610284248685081,No Bonus,181.51656059562603,Stayed
1283,1283,Sales,Not Promoted,0.6082406363039647,3,Low,5,0.6637584442243093,No Bonus,180.7469333763157,Stayed
1284,1284,IT,Not Promoted,0.5729720400335547,3,Medium,5,0.7052000525395179,Bonus,181.08733230865369,Stayed
1285,1285,Retail,Not Promoted,0.6764737719060441,3,Low,4,0.6207210314020445,No Bonus,177.5762670104705,Stayed
1286,1286,Retail,Not Promoted,0.6748724005697981,3,Low,5,0.6280266627961392,No Bonus,179.11714448761882,Stayed
1287,1287,Operations,Not Promoted,0.6413872184497678,2,Medium,7,0.5505522218481971,No Bonus,186.09129574145018,Stayed
1288,1288,Retail,Not Promoted,0.6689346516485463,2,Medium,6,0.5370688514573677,Bonus,183.35758602773222,Stayed
1289,1289,Finance,Not Promoted,0.6966511458903724,3,Medium,5,0.3402401632369676,No Bonus,181.0472526004229,Stayed
1290,1290,Engineering,Not Promoted,0.6567801429230813,3,High,6,0.4522051039094923,No Bonus,182.10632180486337,Stayed
1291,1291,Operations,Not Promoted,0.6117926182541714,3,Low,6,0.7094256367460127,No Bonus,181.8738226381493,Stayed
1292,1292,Engineering,Not Promoted,0.629924816357899,4,Medium,6,0.5052944915822667,No Bonus,183.73408300478644,Stayed
1293,1293,Finance,Not Promoted,0.7066643446147214,4,Medium,5,0.6288380012343202,No Bonus,179.4230613315175,Stayed
1294,1294,Marketing,Not Promoted,0.5751419532276523,4,Medium,6,0.7868467058294933,No Bonus,182.0083944712169,Stayed
1295,1295,Admin,Not Promoted,0.5536503850108763,3,Medium,6,0.7427612747015667,Bonus,183.57128941774317,Stayed
1296,1296,Sales,Not Promoted,0.6486530460890869,3,Medium,5,0.5348579252132696,No Bonus,179.53283774344732,Stayed
1297,1297,Finance,Not Promoted,0.5764003048332638,4,High,6,0.5925185168505752,No Bonus,183.52191854603544,Stayed
1298,1298,Support,Not Promoted,0.5499342495744426,4,High,7,0.6668698458072718,No Bonus,185.10893093744247,Stayed
1299,1299,Retail,Not Promoted,0.6009969051094666,3,Low,5,0.7509220031968588,No Bonus,180.34555316665347,Stayed
1300,1300,Operations,Not Promoted,0.6896537760049954,3,Low,6,0.5069084499202795,Bonus,184.45986594822483,Stayed
1301,1301,Support,Not Promoted,0.6528767058392921,3,Medium,6,0.5707601527030105,No Bonus,181.93506806932623,Stayed
1302,1302,Logistics,Not Promoted,0.6116518830720099,4,Medium,6,0.6626432262630496,No Bonus,182.6047948537732,Stayed
1303,1303,Sales,Not Promoted,0.5588998169054773,4,Medium,4,0.6506083090385147,Bonus,178.3298843708704,Stayed
1304,1304,Operations,Not Promoted,0.6308119570734098,3,Medium,5,0.6422400072081451,No Bonus,179.95888783518845,Stayed
1305,1305,Admin,Not Promoted,0.6568730754058143,4,Medium,5,0.7623109470498765,No Bonus,180.63508073531068,Stayed
1306,1306,Sales,Not Promoted,0.8097235782876809,4,Medium,7,0.19543168429394503,No Bonus,186.20947477982742,Stayed
1307,1307,Retail,Not Promoted,0.5647397425590808,4,Medium,4,0.7341603063583375,Bonus,176.5853783169258,Stayed
1308,1308,Admin,Not Promoted,0.5647731225495285,3,Medium,5,0.7499125270820749,No Bonus,179.7520529281924,Stayed
1309,1309,Sales,Not Promoted,0.7383760720822338,2,Medium,6,0.4548483109376376,No Bonus,182.97625087386243,Stayed
1310,1310,Sales,Not Promoted,0.6523376672904466,3,Low,4,0.6807506103676096,No Bonus,178.47253854000724,Stayed
1311,1311,Retail,Not Promoted,0.6608459510720597,4,Medium,5,0.5824325567775837,No Bonus,180.0669304330683,Stayed
1312,1312,Engineering,Not Promoted,0.5937380670905279,4,Low,4,0.7157713721239277,No Bonus,178.21971176143666,Stayed
1313,1313,Sales,Not Promoted,0.7231495039028456,3,High,6,0.4479080552836522,Bonus,183.8466755223944,Stayed
1314,1314,Operations,Not Promoted,0.7327893970995677,3,Medium,7,0.4485435823817115,No Bonus,184.67090427596767,Stayed
1315,1315,Sales,Not Promoted,0.7335360100737278,3,Medium,5,0.5850019274362714,No Bonus,178.58057013361648,Stayed
1316,1316,Engineering,Not Promoted,0.584558449228195,3,Medium,5,0.7411966136252058,No Bonus,181.2261696771469,Stayed
1317,1317,Retail,Not Promoted,0.6518034702240462,3,Medium,5,0.6331126070569623,No Bonus,180.39180791572818,Stayed
1318,1318,Engineering,Not Promoted,0.4093091612566066,3,Low,5,0.7839561899367876,No Bonus,180.61302591582063,Stayed
1319,1319,Engineering,Not Promoted,0.5925874712856029,3,Medium,5,0.7539947026315655,No Bonus,179.62157309154313,Stayed
1320,1320,Operations,Not Promoted,0.6200199094590386,3,High,6,0.5601603333139855,No Bonus,182.82917535807547,Stayed
1321,1321,Logistics,Not Promoted,0.6016903384121154,2,High,8,0.5237262683494776,No Bonus,188.01846203639718,Stayed
1322,1322,Support,Not Promoted,0.6472018086914062,3,Medium,5,0.6701618253043289,No Bonus,179.16935306161233,Stayed
1323,1323,Operations,Not Promoted,0.6214535035584706,3,Medium,7,0.6524822976140366,Bonus,185.076854967915,Stayed
1324,1324,Operations,Not Promoted,0.7277009447911534,2,High,5,0.5426730785089974,No Bonus,180.1830266830111,Stayed
1325,1325,Admin,Not Promoted,0.4503664990950958,3,Low,5,0.8598982613613676,No Bonus,179.08251245830428,Stayed
1326,1326,Finance,Not Promoted,0.7139966332235916,3,Medium,5,0.476016027803063,No Bonus,178.99695541019784,Stayed
1327,1327,Sales,Not Promoted,0.6988660757967853,3,High,6,0.5143993844907957,No Bonus,181.6257292074031,Stayed
1328,1328,Engineering,Not Promoted,0.5974330770152675,4,Medium,5,0.6182914379691656,No Bonus,180.4011982518654,Stayed
1329,1329,Marketing,Promoted,0.5704398973159336,3,Low,4,0.7274832036937786,Bonus,177.68632262001339,Stayed
1330,1330,Marketing,Not Promoted,0.5819620702256305,3,Medium,6,0.5723268414242308,No Bonus,183.23678200362838,Stayed
1331,1331,Retail,Not Promoted,0.5990245418222857,3,Medium,7,0.5598788993361414,Bonus,186.57377483795608,Stayed
1332,1332,Marketing,Not Promoted,0.6464076679071196,3,High,5,0.663472752801399,No Bonus,180.04913486382011,Stayed
1333,1333,Retail,Not Promoted,0.7937920982552915,4,Medium,7,0.4050989872271623,No Bonus,184.6719611494217,Stayed
1334,1334,Operations,Not Promoted,0.6017198486347027,3,High,7,0.5171713501159548,No Bonus,186.72323659081107,Stayed
1335,1335,Operations,Not Promoted,0.6279386570918075,3,Low,7,0.5730322720408285,No Bonus,185.71821830207145,Stayed
1336,1336,Retail,Not Promoted,0.6553808200203397,4,Medium,6,0.6279343231635014,No Bonus,183.2165584955821,Stayed
1337,1337,Marketing,Not Promoted,0.6770351654403469,3,Medium,5,0.5868663118544397,No Bonus,181.21359511106647,Stayed
1338,1338,Operations,Not Promoted,0.5968312701121514,3,High,5,0.6991066315686396,No Bonus,180.2539558724065,Stayed
1339,1339,Operations,Not Promoted,0.6407448365046157,3,High,6,0.5306431275416554,No Bonus,181.83443791325612,Stayed
1340,1340,Sales,Promoted,0.6864535316101474,3,High,5,0.5436783974545742,No Bonus,179.19879996525555,Stayed
1341,1341,Finance,Not Promoted,0.6602752526350707,3,High,5,0.7578585548057986,No Bonus,178.5201371594471,Stayed
1342,1342,Support,Not Promoted,0.6510311498020697,3,Low,7,0.5417228773122165,No Bonus,185.0771781327061,Stayed
1343,1343,Engineering,Not Promoted,0.6585249911013771,3,Medium,6,0.4636616436729269,No Bonus,183.49874805185985,Stayed
1344,1344,Retail,Not Promoted,0.5960428439052434,3,Medium,5,0.6388129133479848,No Bonus,180.09390357197466,Stayed
1345,1345,Sales,Not Promoted,0.6556610916363339,3,Medium,7,0.5531252911289126,No Bonus,184.75961301598332,Stayed
1346,1346,Sales,Not Promoted,0.6317829120629006,4,Medium,5,0.5573790754186,No Bonus,180.6636117742218,Stayed
1347,1347,Sales,Not Promoted,0.7318241054164489,3,Medium,5,0.5410174987240028,No Bonus,181.3276031715292,Stayed
1348,1348,Sales,Not Promoted,0.6128806690944542,4,Medium,7,0.7166737095743168,No Bonus,184.70493861458615,Stayed
1349,1349,Marketing,Not Promoted,0.6857361653676115,4,High,6,0.4989629844507202,No Bonus,181.5219961084992,Stayed
1350,1350,Operations,Not Promoted,0.6742245137635429,3,High,5,0.5807972281421696,No Bonus,181.2996762562492,Stayed
1351,1351,Operations,Not Promoted,0.7270445794102139,3,Low,5,0.4526631647236836,No Bonus,180.95652083358192,Stayed
1352,1352,Retail,Not Promoted,0.550266134522696,3,Medium,5,0.8065658534901741,No Bonus,179.16349482503082,Stayed
1353,1353,Engineering,Not Promoted,0.6483010897350192,3,Medium,6,0.6196918799330577,No Bonus,181.987615656608,Stayed
1354,1354,Operations,Not Promoted,0.6028242125803182,3,Medium,7,0.5157966930252978,No Bonus,185.02574000315053,Stayed
1355,1355,Marketing,Promoted,0.6313934217363306,3,Medium,6,0.5218891248190693,No Bonus,182.9987078654427,Stayed
1356,1356,Marketing,Not Promoted,0.5636732402473443,2,Medium,7,0.5629185034967751,No Bonus,185.20855623544136,Stayed
1357,1357,Engineering,Not Promoted,0.6733659990156249,3,Medium,6,0.5325162559830992,No Bonus,183.1548665691695,Stayed
1358,1358,Support,Not Promoted,0.5539666164081636,3,High,5,0.7209389256986343,No Bonus,179.76865764674537,Stayed
1359,1359,Operations,Not Promoted,0.6213057397002812,3,High,5,0.6531766249142417,No Bonus,180.52598013214734,Stayed
1360,1360,Engineering,Not Promoted,0.7527608298103139,4,Medium,6,0.523462190767268,Bonus,182.79060349273533,Stayed
1361,1361,Marketing,Promoted,0.7821931128478661,3,High,5,0.3929519718394983,No Bonus,178.80539728815705,Stayed
1362,1362,Admin,Not Promoted,0.489949512285007,3,Medium,6,0.7177516499277271,No Bonus,183.9751976704113,Stayed
1363,1363,Sales,Not Promoted,0.61016937896585,4,Medium,5,0.7175197482500265,Bonus,178.803755693064,Stayed
1364,1364,Retail,Not Promoted,0.5500052694318921,3,Medium,6,0.7603040697350414,Bonus,184.23139285532432,Stayed
1365,1365,Engineering,Not Promoted,0.5428275135492104,3,High,5,0.6451674577699188,No Bonus,179.9169652684623,Stayed
1366,1366,Retail,Not Promoted,0.7106849222918721,3,High,6,0.4026241983834872,Bonus,183.54673485087798,Stayed
1367,1367,Sales,Not Promoted,0.6099293885634449,4,High,6,0.5864836494853157,Bonus,183.91240164738983,Stayed
1368,1368,Operations,Not Promoted,0.7145784087618531,3,Low,7,0.4927818374509086,Bonus,185.32678916354442,Stayed
1369,1369,Engineering,Not Promoted,0.6237381779568247,3,Medium,5,0.7320019341270331,Bonus,179.39271211986733,Stayed
1370,1370,Sales,Not Promoted,0.6849070256225834,4,Low,4,0.6228758328423194,No Bonus,177.77548969854854,Stayed
1371,1371,Admin,Not Promoted,0.5184788641976921,3,Low,5,0.8465332749304263,No Bonus,180.05173761404626,Stayed
1372,1372,Operations,Not Promoted,0.6827645428731628,4,High,6,0.5063547026862829,No Bonus,183.40755981473518,Stayed
1373,1373,Sales,Not Promoted,0.6881433389745433,3,Medium,5,0.5535541510678484,No Bonus,178.91190963427846,Stayed
1374,1374,Retail,Not Promoted,0.6490060083473987,3,Medium,6,0.6116515194629272,No Bonus,183.7455317068227,Stayed
1375,1375,Support,Not Promoted,0.6958864248785595,3,Low,5,0.6647507134781551,No Bonus,178.54248324787403,Stayed
1376,1376,Operations,Not Promoted,0.5844718376080094,3,High,4,0.7717097441890307,No Bonus,177.6850143071189,Stayed
1377,1377,Sales,Not Promoted,0.5601605215918981,4,Medium,5,0.8583558096528141,Bonus,181.39693397845272,Stayed
1378,1378,Sales,Not Promoted,0.7743010366431999,4,Low,6,0.4318199160088731,No Bonus,184.18459326012533,Stayed
1379,1379,Sales,Not Promoted,0.7286051255668484,4,High,6,0.404532892237295,No Bonus,182.552935904061,Stayed
1380,1380,Admin,Not Promoted,0.6825177479861488,3,Medium,6,0.4937514026217495,No Bonus,181.73713900260967,Stayed
1381,1381,Support,Not Promoted,0.6621381891920071,3,High,6,0.5158087589033477,No Bonus,181.5184726824125,Stayed
1382,1382,Retail,Not Promoted,0.7360352579280054,3,High,6,0.4192014532949307,No Bonus,183.18116156777145,Stayed
1383,1383,Sales,Not Promoted,0.6649243731574355,3,Medium,5,0.5227601366460303,No Bonus,180.5781420759248,Stayed
1384,1384,Engineering,Not Promoted,0.7527819795653741,3,Medium,6,0.4079266692920522,No Bonus,182.66248311552962,Stayed
