,review,projects,tenure,satisfaction,avg_hrs_month,emp_ID
2290,Top 40%,Bottom 40%,Bottom 40%,Top 40%,Bottom 40%,2290
2291,Bottom 30%,Bottom 40%,Bottom 20%,Top 20%,Bottom 20%,2291
2292,Bottom 50%,Bottom 40%,Bottom 40%,Top 30%,Bottom 40%,2292
2293,Bottom 30%,Top 20%,Bottom 40%,Top 30%,Bottom 30%,2293
2294,Top 30%,Top 20%,Bottom 40%,Top 40%,Bottom 40%,2294
2295,Top 40%,Top 20%,Bottom 20%,Top 30%,Bottom 10%,2295
2296,Top 10%,Top 20%,Bottom 40%,Bottom 50%,Bottom 30%,2296
2297,Top 30%,Bottom 40%,Bottom 40%,Top 40%,Bottom 50%,2297
2298,Bottom 20%,Bottom 5%,Bottom 40%,Top 40%,Bottom 20%,2298
2299,Bottom 10%,Bottom 40%,Bottom 20%,Top 5%,Bottom 10%,2299
2300,Bottom 40%,Bottom 40%,Bottom 40%,Bottom 50%,Bottom 40%,2300
2301,Bottom 20%,Bottom 40%,Top 40%,Top 20%,Top 40%,2301
2302,Top 30%,Bottom 40%,Bottom 5%,Bottom 40%,Bottom 10%,2302
2303,Top 30%,Bottom 40%,Bottom 20%,Top 10%,Bottom 10%,2303
2304,Bottom 30%,Bottom 40%,Bottom 20%,Top 5%,Bottom 20%,2304
2305,Top 40%,Top 20%,Bottom 40%,Top 30%,Bottom 40%,2305
2306,Top 30%,Bottom 40%,Bottom 40%,Top 30%,Bottom 30%,2306
2307,Bottom 40%,Bottom 40%,Bottom 40%,Top 30%,Bottom 30%,2307
2308,Bottom 30%,Bottom 40%,Top 40%,Top 10%,Top 50%,2308
2309,Bottom 40%,Bottom 40%,Bottom 40%,Top 30%,Bottom 50%,2309
2310,Top 20%,Top 20%,Bottom 40%,Top 30%,Bottom 40%,2310
2311,Bottom 30%,Top 10%,Bottom 10%,Top 40%,Bottom 20%,2311
2312,Top 10%,Bottom 40%,Bottom 40%,Bottom 30%,Bottom 40%,2312
2313,Top 5%,Bottom 40%,Bottom 40%,Bottom 20%,Bottom 30%,2313
2314,Bottom 30%,Top 20%,Bottom 5%,Top 10%,Bottom 5%,2314
2315,Top 50%,Top 20%,Bottom 10%,Top 40%,Bottom 10%,2315
2316,Bottom 40%,Bottom 40%,Bottom 40%,Top 40%,Bottom 30%,2316
2317,Top 30%,Bottom 40%,Bottom 40%,Top 40%,Bottom 20%,2317
2318,Bottom 30%,Top 20%,Bottom 40%,Top 20%,Bottom 40%,2318
2319,Top 40%,Top 20%,Bottom 40%,Top 50%,Bottom 30%,2319
2320,Top 50%,Bottom 40%,Bottom 20%,Top 40%,Bottom 20%,2320
2321,Bottom 50%,Bottom 40%,Bottom 20%,Top 20%,Bottom 10%,2321
2322,Bottom 5%,Bottom 40%,Bottom 40%,Top 10%,Bottom 40%,2322
2323,Bottom 40%,Bottom 40%,Bottom 5%,Top 20%,Bottom 5%,2323
2324,Bottom 10%,Top 20%,Bottom 40%,Top 30%,Bottom 40%,2324
2325,Bottom 40%,Top 20%,Bottom 40%,Top 20%,Bottom 30%,2325
2326,Bottom 40%,Top 20%,Bottom 20%,Top 30%,Bottom 10%,2326
2327,Top 40%,Top 20%,Bottom 20%,Top 30%,Bottom 10%,2327
2328,Top 10%,Top 20%,Bottom 20%,Bottom 20%,Bottom 30%,2328
2329,Bottom 40%,Bottom 40%,Bottom 40%,Top 30%,Bottom 20%,2329
2330,Bottom 10%,Top 20%,Bottom 20%,Top 10%,Bottom 20%,2330
2331,Top 30%,Bottom 40%,Top 40%,Top 50%,Top 50%,2331
2332,Top 30%,Bottom 40%,Bottom 5%,Top 10%,Bottom 5%,2332
2333,Top 50%,Bottom 5%,Bottom 40%,Top 20%,Bottom 50%,2333
2334,Bottom 10%,Top 10%,Bottom 20%,Top 10%,Bottom 20%,2334
2335,Bottom 30%,Top 20%,Bottom 20%,Top 5%,Bottom 20%,2335
2336,Bottom 30%,Bottom 40%,Bottom 40%,Top 20%,Bottom 30%,2336
2337,Top 50%,Top 20%,Bottom 40%,Top 50%,Bottom 30%,2337
2338,Top 30%,Bottom 40%,Bottom 10%,Top 30%,Bottom 20%,2338
2339,Bottom 10%,Bottom 5%,Bottom 20%,Top 5%,Bottom 10%,2339
2340,Top 30%,Bottom 40%,Bottom 20%,Top 40%,Bottom 20%,2340
2341,Bottom 40%,Top 20%,Bottom 20%,Top 10%,Bottom 10%,2341
2342,Bottom 10%,Bottom 5%,Bottom 40%,Top 10%,Bottom 40%,2342
2343,Bottom 40%,Bottom 5%,Bottom 40%,Top 40%,Bottom 40%,2343
2344,Top 40%,Bottom 5%,Bottom 40%,Top 40%,Bottom 30%,2344
2345,Bottom 50%,Bottom 40%,Bottom 40%,Bottom 30%,Bottom 50%,2345
2346,Top 20%,Bottom 40%,Bottom 10%,Top 50%,Bottom 20%,2346
2347,Top 50%,Bottom 40%,Bottom 40%,Top 40%,Top 50%,2347
2348,Bottom 20%,Bottom 40%,Bottom 10%,Top 5%,Bottom 10%,2348
2349,Bottom 20%,Bottom 30%,Top 40%,Top 20%,Top 50%,2349
2350,Bottom 50%,Bottom 40%,Bottom 40%,Top 20%,Bottom 40%,2350
2351,Bottom 20%,Top 20%,Bottom 20%,Top 5%,Bottom 20%,2351
2352,Top 40%,Top 20%,Bottom 40%,Top 30%,Bottom 40%,2352
2353,Top 40%,Bottom 40%,Bottom 20%,Top 30%,Bottom 10%,2353
2354,Bottom 40%,Top 20%,Bottom 40%,Top 20%,Bottom 50%,2354
2355,Top 50%,Top 20%,Bottom 20%,Top 20%,Bottom 20%,2355
2356,Top 40%,Bottom 30%,Bottom 10%,Top 5%,Bottom 10%,2356
2357,Bottom 30%,Bottom 40%,Bottom 20%,Top 30%,Bottom 20%,2357
2358,Top 50%,Bottom 40%,Bottom 20%,Top 10%,Bottom 20%,2358
2359,Top 10%,Bottom 40%,Bottom 10%,Bottom 40%,Bottom 20%,2359
2360,Bottom 30%,Bottom 5%,Bottom 40%,Top 30%,Bottom 30%,2360
2361,Top 30%,Top 20%,Bottom 20%,Bottom 50%,Bottom 10%,2361
2362,Bottom 10%,Bottom 40%,Bottom 40%,Top 20%,Bottom 40%,2362
2363,Bottom 10%,Bottom 40%,Bottom 30%,Top 10%,Bottom 30%,2363
2364,Bottom 5%,Bottom 5%,Bottom 40%,Top 5%,Bottom 40%,2364
2365,Bottom 20%,Bottom 40%,Bottom 20%,Top 10%,Bottom 20%,2365
2366,Bottom 20%,Bottom 40%,Bottom 10%,Top 10%,Bottom 10%,2366
2367,Bottom 10%,Top 20%,Bottom 20%,Top 5%,Bottom 10%,2367
2368,Bottom 30%,Bottom 40%,Bottom 40%,Top 40%,Top 50%,2368
2369,Bottom 20%,Top 20%,Bottom 40%,Top 40%,Bottom 40%,2369
2370,Top 40%,Bottom 40%,Bottom 10%,Top 10%,Bottom 10%,2370
2371,Top 30%,Bottom 40%,Bottom 50%,Bottom 50%,Bottom 40%,2371
2372,Bottom 5%,Bottom 40%,Bottom 40%,Top 5%,Bottom 40%,2372
2373,Bottom 20%,Bottom 40%,Bottom 20%,Top 20%,Bottom 30%,2373
2374,Bottom 10%,Bottom 40%,Bottom 40%,Top 10%,Bottom 40%,2374
2375,Bottom 10%,Bottom 40%,Bottom 40%,Top 10%,Bottom 40%,2375
2376,Bottom 10%,Bottom 40%,Bottom 40%,Top 30%,Bottom 30%,2376
2377,Bottom 20%,Bottom 40%,Bottom 10%,Top 20%,Bottom 20%,2377
2378,Bottom 40%,Bottom 40%,Top 40%,Bottom 30%,Top 40%,2378
2379,Top 40%,Bottom 40%,Bottom 20%,Top 10%,Bottom 30%,2379
2380,Top 40%,Top 20%,Bottom 20%,Top 20%,Bottom 10%,2380
2381,Bottom 30%,Top 20%,Bottom 40%,Top 30%,Bottom 30%,2381
2382,Bottom 5%,Top 20%,Bottom 10%,Top 10%,Bottom 20%,2382
2383,Bottom 40%,Top 20%,Bottom 40%,Top 40%,Bottom 40%,2383
2384,Bottom 40%,Top 20%,Bottom 40%,Top 30%,Bottom 30%,2384
2385,Bottom 50%,Bottom 40%,Bottom 5%,Top 20%,Bottom 10%,2385
2386,Top 20%,Bottom 30%,Bottom 40%,Top 40%,Bottom 40%,2386
2387,Bottom 10%,Bottom 40%,Bottom 40%,Top 10%,Bottom 50%,2387
2388,Bottom 20%,Bottom 5%,Bottom 5%,Top 5%,Bottom 10%,2388
2389,Top 20%,Bottom 40%,Bottom 20%,Bottom 50%,Bottom 10%,2389
2390,Top 40%,Bottom 40%,Bottom 5%,Top 30%,Bottom 5%,2390
2391,Bottom 20%,Top 20%,Bottom 20%,Top 5%,Bottom 20%,2391
2392,Bottom 50%,Bottom 40%,Bottom 40%,Top 20%,Bottom 50%,2392
2393,Bottom 50%,Top 20%,Bottom 5%,Top 5%,Bottom 5%,2393
2394,Top 20%,Top 20%,Bottom 40%,Bottom 30%,Bottom 40%,2394
2395,Bottom 20%,Top 20%,Bottom 20%,Top 10%,Bottom 10%,2395
2396,Bottom 30%,Top 20%,Bottom 40%,Top 30%,Bottom 30%,2396
2397,Bottom 40%,Top 20%,Bottom 20%,Top 30%,Bottom 10%,2397
2398,Top 30%,Bottom 40%,Bottom 5%,Bottom 40%,Bottom 5%,2398
2399,Bottom 50%,Top 20%,Bottom 40%,Top 40%,Bottom 30%,2399
2400,Top 40%,Bottom 40%,Bottom 20%,Top 50%,Bottom 10%,2400
2401,Bottom 40%,Top 20%,Bottom 40%,Top 30%,Bottom 30%,2401
2402,Bottom 20%,Bottom 40%,Bottom 10%,Top 10%,Bottom 10%,2402
2403,Bottom 20%,Top 20%,Bottom 20%,Top 10%,Bottom 20%,2403
2404,Top 40%,Bottom 40%,Bottom 40%,Top 30%,Bottom 30%,2404
2405,Top 50%,Bottom 40%,Bottom 5%,Top 10%,Bottom 10%,2405
2406,Top 40%,Bottom 40%,Bottom 40%,Top 30%,Bottom 30%,2406
2407,Top 30%,Bottom 40%,Bottom 40%,Top 40%,Bottom 30%,2407
2408,Bottom 20%,Top 20%,Bottom 10%,Top 10%,Bottom 10%,2408
2409,Top 30%,Bottom 5%,Bottom 5%,Top 50%,Bottom 5%,2409
2410,Bottom 20%,Bottom 40%,Bottom 40%,Top 30%,Bottom 40%,2410
2411,Bottom 30%,Top 20%,Bottom 20%,Top 50%,Bottom 10%,2411
2412,Bottom 20%,Bottom 40%,Bottom 40%,Top 10%,Bottom 30%,2412
2413,Top 40%,Bottom 40%,Bottom 5%,Top 10%,Bottom 5%,2413
2414,Bottom 20%,Top 20%,Bottom 40%,Top 5%,Bottom 30%,2414
2415,Bottom 40%,Top 10%,Bottom 40%,Top 20%,Bottom 40%,2415
2416,Top 10%,Bottom 40%,Top 40%,Bottom 30%,Top 50%,2416
2417,Top 20%,Bottom 40%,Bottom 40%,Bottom 10%,Bottom 30%,2417
2418,Top 10%,Bottom 40%,Bottom 10%,Bottom 30%,Bottom 20%,2418
2419,Top 40%,Top 20%,Top 40%,Bottom 30%,Top 40%,2419
2420,Bottom 40%,Bottom 40%,Bottom 40%,Top 40%,Bottom 40%,2420
2421,Bottom 10%,Bottom 40%,Bottom 20%,Top 5%,Bottom 10%,2421
2422,Bottom 5%,Bottom 40%,Bottom 10%,Top 5%,Bottom 20%,2422
2423,Bottom 20%,Top 20%,Bottom 20%,Top 30%,Bottom 30%,2423
2424,Bottom 40%,Bottom 40%,Bottom 40%,Top 30%,Bottom 40%,2424
2425,Top 10%,Top 20%,Bottom 10%,Bottom 50%,Bottom 10%,2425
2426,Bottom 30%,Bottom 40%,Bottom 40%,Top 20%,Bottom 40%,2426
2427,Top 50%,Top 20%,Bottom 20%,Top 20%,Bottom 10%,2427
2428,Bottom 50%,Bottom 40%,Bottom 5%,Top 10%,Bottom 5%,2428
2429,Bottom 40%,Bottom 40%,Bottom 40%,Top 20%,Bottom 30%,2429
2430,Bottom 30%,Top 20%,Bottom 20%,Top 20%,Bottom 20%,2430
2431,Top 20%,Bottom 40%,Bottom 20%,Bottom 40%,Bottom 20%,2431
2432,Bottom 40%,Top 20%,Bottom 20%,Top 10%,Bottom 10%,2432
2433,Top 20%,Top 20%,Top 40%,Bottom 30%,Top 40%,2433
2434,Bottom 30%,Top 10%,Bottom 10%,Top 5%,Bottom 10%,2434
2435,Top 30%,Bottom 40%,Bottom 20%,Bottom 40%,Bottom 20%,2435
2436,Bottom 20%,Top 20%,Bottom 20%,Top 20%,Bottom 20%,2436
2437,Top 40%,Bottom 40%,Bottom 10%,Top 40%,Bottom 10%,2437
2438,Bottom 5%,Bottom 40%,Bottom 20%,Top 5%,Bottom 10%,2438
2439,Top 50%,Top 20%,Bottom 5%,Top 20%,Bottom 5%,2439
2440,Bottom 20%,Bottom 40%,Bottom 10%,Top 5%,Bottom 20%,2440
2441,Bottom 40%,Bottom 30%,Bottom 10%,Top 10%,Bottom 5%,2441
2442,Bottom 40%,Top 20%,Top 40%,Bottom 20%,Top 40%,2442
2443,Top 50%,Bottom 40%,Bottom 20%,Top 20%,Bottom 10%,2443
2444,Bottom 10%,Top 20%,Bottom 20%,Top 40%,Bottom 20%,2444
2445,Bottom 20%,Bottom 40%,Bottom 5%,Top 5%,Bottom 5%,2445
2446,Bottom 40%,Bottom 40%,Bottom 20%,Top 10%,Bottom 20%,2446
2447,Top 40%,Bottom 40%,Bottom 10%,Top 20%,Bottom 20%,2447
2448,Top 20%,Bottom 40%,Bottom 40%,Top 50%,Bottom 40%,2448
2449,Top 30%,Bottom 40%,Top 40%,Bottom 40%,Top 50%,2449
2450,Top 10%,Bottom 40%,Bottom 5%,Top 40%,Bottom 10%,2450
2451,Top 30%,Top 20%,Bottom 20%,Top 40%,Bottom 10%,2451
2452,Top 50%,Top 20%,Bottom 20%,Top 10%,Bottom 10%,2452
2453,Bottom 10%,Bottom 40%,Bottom 40%,Top 10%,Top 50%,2453
2454,Bottom 40%,Bottom 40%,Bottom 40%,Top 20%,Top 50%,2454
2455,Bottom 10%,Bottom 40%,Bottom 40%,Top 20%,Bottom 30%,2455
2456,Top 50%,Top 20%,Bottom 20%,Top 10%,Bottom 20%,2456
2457,Top 10%,Bottom 40%,Top 40%,Top 50%,Top 40%,2457
2458,Top 30%,Bottom 5%,Bottom 10%,Top 50%,Bottom 10%,2458
2459,Bottom 10%,Bottom 40%,Bottom 40%,Top 30%,Bottom 30%,2459
2460,Top 10%,Top 20%,Bottom 40%,Bottom 50%,Bottom 40%,2460
2461,Top 20%,Bottom 40%,Bottom 40%,Top 20%,Bottom 30%,2461
2462,Bottom 5%,Bottom 40%,Bottom 20%,Top 20%,Bottom 20%,2462
2463,Top 20%,Top 20%,Bottom 40%,Bottom 10%,Bottom 40%,2463
2464,Top 20%,Top 5%,Top 40%,Bottom 40%,Top 50%,2464
2465,Top 40%,Top 20%,Bottom 40%,Bottom 30%,Top 50%,2465
2466,Bottom 40%,Top 20%,Bottom 40%,Top 30%,Bottom 40%,2466
2467,Bottom 40%,Top 20%,Top 40%,Bottom 50%,Top 40%,2467
2468,Bottom 10%,Bottom 40%,Bottom 20%,Top 5%,Bottom 10%,2468
2469,Bottom 50%,Top 20%,Bottom 40%,Top 30%,Bottom 30%,2469
2470,Bottom 20%,Bottom 40%,Bottom 40%,Top 20%,Bottom 30%,2470
2471,Bottom 30%,Top 20%,Bottom 40%,Top 10%,Bottom 30%,2471
2472,Bottom 5%,Bottom 40%,Top 40%,Top 10%,Top 40%,2472
2473,Bottom 30%,Bottom 40%,Bottom 40%,Top 20%,Bottom 40%,2473
2474,Bottom 30%,Bottom 40%,Bottom 20%,Top 20%,Bottom 20%,2474
2475,Bottom 40%,Bottom 40%,Bottom 5%,Top 10%,Bottom 5%,2475
2476,Top 10%,Bottom 40%,Bottom 20%,Bottom 40%,Bottom 10%,2476
2477,Top 40%,Top 20%,Bottom 40%,Top 40%,Bottom 40%,2477
2478,Bottom 20%,Bottom 40%,Bottom 40%,Top 30%,Bottom 30%,2478
2479,Top 40%,Bottom 5%,Bottom 20%,Top 30%,Bottom 10%,2479
2480,Bottom 5%,Bottom 40%,Bottom 20%,Top 5%,Bottom 20%,2480
2481,Top 40%,Bottom 40%,Bottom 20%,Top 20%,Bottom 20%,2481
2482,Bottom 20%,Bottom 5%,Bottom 40%,Top 30%,Bottom 40%,2482
2483,Bottom 40%,Bottom 40%,Bottom 20%,Top 10%,Bottom 20%,2483
2484,Top 40%,Bottom 40%,Bottom 20%,Top 20%,Bottom 20%,2484
2485,Bottom 20%,Top 20%,Bottom 20%,Top 20%,Bottom 20%,2485
2486,Top 20%,Bottom 40%,Top 40%,Bottom 40%,Top 40%,2486
2487,Top 10%,Top 20%,Top 40%,Bottom 20%,Top 40%,2487
2488,Top 50%,Bottom 40%,Bottom 40%,Bottom 50%,Bottom 20%,2488
2489,Top 50%,Bottom 40%,Bottom 10%,Top 30%,Bottom 20%,2489
2490,Top 30%,Bottom 40%,Bottom 20%,Top 30%,Bottom 20%,2490
2491,Top 10%,Top 20%,Bottom 20%,Bottom 40%,Bottom 20%,2491
2492,Bottom 50%,Top 20%,Bottom 10%,Top 20%,Bottom 10%,2492
2493,Top 30%,Top 20%,Bottom 40%,Bottom 40%,Bottom 30%,2493
2494,Bottom 10%,Top 20%,Top 40%,Top 20%,Top 50%,2494
2495,Top 40%,Bottom 40%,Bottom 40%,Top 20%,Bottom 30%,2495
2496,Top 10%,Bottom 40%,Bottom 20%,Top 30%,Bottom 10%,2496
2497,Bottom 30%,Bottom 40%,Top 40%,Top 40%,Top 50%,2497
2498,Top 50%,Bottom 40%,Bottom 40%,Top 20%,Bottom 30%,2498
2499,Top 40%,Bottom 40%,Bottom 40%,Top 10%,Bottom 40%,2499
2500,Top 40%,Bottom 40%,Bottom 40%,Top 50%,Bottom 40%,2500
2501,Bottom 50%,Bottom 5%,Bottom 40%,Top 30%,Bottom 30%,2501
2502,Bottom 30%,Bottom 40%,Top 40%,Top 40%,Top 30%,2502
2503,Top 20%,Bottom 40%,Bottom 40%,Top 40%,Bottom 30%,2503
2504,Top 30%,Top 20%,Bottom 10%,Top 40%,Bottom 20%,2504
2505,Top 30%,Bottom 5%,Bottom 40%,Top 40%,Bottom 40%,2505
2506,Bottom 20%,Bottom 40%,Bottom 20%,Top 30%,Bottom 10%,2506
2507,Bottom 20%,Bottom 40%,Bottom 20%,Top 10%,Bottom 20%,2507
2508,Bottom 40%,Bottom 40%,Bottom 40%,Top 20%,Bottom 30%,2508
2509,Bottom 30%,Top 20%,Bottom 20%,Top 20%,Bottom 10%,2509
2510,Bottom 20%,Bottom 40%,Bottom 40%,Top 10%,Bottom 30%,2510
2511,Bottom 10%,Bottom 40%,Bottom 20%,Top 10%,Bottom 20%,2511
2512,Bottom 40%,Top 10%,Bottom 10%,Top 20%,Bottom 10%,2512
2513,Top 40%,Bottom 40%,Bottom 40%,Top 50%,Bottom 40%,2513
2514,Top 30%,Bottom 40%,Bottom 10%,Top 40%,Bottom 20%,2514
2515,Bottom 50%,Bottom 5%,Bottom 20%,Top 40%,Bottom 10%,2515
2516,Top 10%,Top 20%,Bottom 10%,Bottom 40%,Bottom 10%,2516
2517,Bottom 50%,Bottom 40%,Bottom 20%,Top 40%,Bottom 20%,2517
2518,Bottom 40%,Bottom 40%,Bottom 20%,Top 40%,Bottom 20%,2518
2519,Bottom 20%,Top 20%,Bottom 40%,Top 10%,Bottom 30%,2519
2520,Bottom 30%,Bottom 40%,Bottom 40%,Top 20%,Bottom 30%,2520
2521,Bottom 40%,Top 20%,Bottom 20%,Top 20%,Bottom 10%,2521
2522,Top 40%,Bottom 40%,Top 40%,Top 40%,Top 40%,2522
2523,Top 20%,Bottom 40%,Bottom 40%,Top 40%,Bottom 40%,2523
2524,Bottom 10%,Bottom 5%,Bottom 40%,Top 10%,Bottom 40%,2524
2525,Top 30%,Bottom 40%,Bottom 40%,Bottom 20%,Top 50%,2525
2526,Bottom 40%,Bottom 40%,Bottom 10%,Top 20%,Bottom 10%,2526
2527,Top 10%,Top 20%,Bottom 10%,Bottom 30%,Bottom 20%,2527
2528,Top 50%,Bottom 40%,Bottom 10%,Top 10%,Bottom 10%,2528
2529,Bottom 50%,Bottom 40%,Bottom 5%,Top 10%,Bottom 5%,2529
2530,Bottom 10%,Bottom 40%,Bottom 20%,Top 5%,Bottom 10%,2530
2531,Bottom 20%,Bottom 40%,Bottom 10%,Top 10%,Bottom 20%,2531
2532,Bottom 20%,Top 20%,Bottom 40%,Top 20%,Bottom 30%,2532
2533,Bottom 50%,Bottom 40%,Top 40%,Top 40%,Top 50%,2533
2534,Top 10%,Bottom 40%,Bottom 10%,Top 40%,Bottom 5%,2534
2535,Bottom 40%,Top 20%,Bottom 40%,Top 20%,Bottom 40%,2535
2536,Bottom 10%,Bottom 40%,Bottom 40%,Top 20%,Bottom 30%,2536
2537,Bottom 20%,Top 20%,Bottom 40%,Top 30%,Bottom 40%,2537
2538,Bottom 10%,Top 5%,Bottom 30%,Top 20%,Bottom 40%,2538
2539,Top 30%,Top 20%,Bottom 40%,Top 40%,Bottom 40%,2539
2540,Bottom 20%,Bottom 40%,Bottom 40%,Top 20%,Bottom 50%,2540
2541,Bottom 10%,Bottom 40%,Bottom 40%,Top 10%,Bottom 30%,2541
2542,Top 30%,Top 20%,Bottom 20%,Top 40%,Bottom 20%,2542
2543,Top 40%,Top 20%,Bottom 40%,Top 50%,Bottom 30%,2543
2544,Bottom 30%,Top 20%,Bottom 20%,Top 10%,Bottom 10%,2544
2545,Bottom 30%,Bottom 40%,Bottom 40%,Top 10%,Bottom 30%,2545
2546,Bottom 5%,Bottom 40%,Bottom 10%,Top 10%,Bottom 10%,2546
2547,Bottom 30%,Bottom 40%,Bottom 10%,Top 30%,Bottom 20%,2547
2548,Bottom 20%,Top 20%,Bottom 40%,Top 50%,Bottom 40%,2548
2549,Bottom 10%,Bottom 40%,Bottom 40%,Top 20%,Bottom 30%,2549
2550,Top 40%,Bottom 40%,Bottom 20%,Top 20%,Bottom 20%,2550
2551,Bottom 40%,Top 20%,Bottom 5%,Top 10%,Bottom 10%,2551
2552,Bottom 20%,Bottom 40%,Bottom 20%,Top 20%,Bottom 10%,2552
2553,Bottom 20%,Bottom 40%,Bottom 20%,Top 10%,Bottom 20%,2553
2554,Top 30%,Bottom 40%,Bottom 5%,Top 40%,Bottom 5%,2554
2555,Top 20%,Top 20%,Bottom 20%,Bottom 50%,Bottom 20%,2555
2556,Bottom 50%,Bottom 40%,Bottom 20%,Top 20%,Bottom 20%,2556
2557,Bottom 30%,Top 20%,Bottom 40%,Top 40%,Bottom 50%,2557
2558,Top 10%,Bottom 40%,Bottom 20%,Bottom 20%,Bottom 10%,2558
2559,Bottom 10%,Bottom 5%,Bottom 40%,Top 30%,Bottom 30%,2559
2560,Bottom 10%,Top 5%,Bottom 5%,Top 5%,Bottom 10%,2560
2561,Top 20%,Bottom 5%,Bottom 40%,Top 50%,Bottom 30%,2561
2562,Bottom 20%,Top 20%,Bottom 40%,Top 10%,Bottom 30%,2562
2563,Top 5%,Top 5%,Bottom 5%,Bottom 40%,Bottom 5%,2563
2564,Bottom 10%,Top 20%,Bottom 40%,Top 20%,Bottom 40%,2564
2565,Bottom 50%,Bottom 40%,Bottom 20%,Top 30%,Bottom 10%,2565
2566,Bottom 30%,Bottom 40%,Bottom 40%,Top 30%,Bottom 40%,2566
2567,Bottom 30%,Bottom 40%,Bottom 40%,Top 20%,Bottom 40%,2567
2568,Bottom 30%,Top 20%,Bottom 10%,Top 10%,Bottom 10%,2568
2569,Bottom 20%,Bottom 40%,Bottom 20%,Top 5%,Bottom 10%,2569
2570,Top 10%,Top 20%,Bottom 40%,Bottom 50%,Bottom 30%,2570
2571,Top 30%,Top 20%,Bottom 40%,Bottom 20%,Bottom 40%,2571
2572,Bottom 30%,Bottom 40%,Bottom 20%,Top 10%,Bottom 20%,2572
2573,Bottom 40%,Bottom 40%,Bottom 40%,Top 20%,Bottom 30%,2573
2574,Bottom 30%,Top 20%,Bottom 20%,Top 30%,Bottom 20%,2574
2575,Top 30%,Bottom 40%,Bottom 20%,Top 10%,Bottom 10%,2575
2576,Bottom 30%,Bottom 5%,Bottom 20%,Top 5%,Bottom 10%,2576
2577,Bottom 50%,Bottom 40%,Bottom 40%,Bottom 40%,Bottom 30%,2577
2578,Top 20%,Bottom 40%,Bottom 40%,Bottom 40%,Bottom 40%,2578
2579,Top 30%,Bottom 5%,Bottom 40%,Top 30%,Bottom 40%,2579
2580,Top 20%,Bottom 40%,Bottom 40%,Bottom 40%,Bottom 40%,2580
2581,Top 40%,Top 20%,Bottom 20%,Top 20%,Bottom 10%,2581
2582,Bottom 20%,Top 20%,Bottom 40%,Top 10%,Bottom 50%,2582
2583,Bottom 10%,Top 20%,Bottom 40%,Top 5%,Bottom 30%,2583
2584,Top 40%,Bottom 40%,Top 40%,Bottom 40%,Top 40%,2584
2585,Top 50%,Top 20%,Bottom 5%,Top 10%,Bottom 5%,2585
2586,Bottom 40%,Bottom 40%,Bottom 40%,Top 10%,Bottom 40%,2586
2587,Bottom 40%,Top 20%,Bottom 40%,Top 10%,Bottom 40%,2587
2588,Top 30%,Bottom 40%,Bottom 20%,Top 40%,Bottom 10%,2588
2589,Bottom 40%,Bottom 40%,Bottom 40%,Top 40%,Bottom 50%,2589
2590,Bottom 30%,Bottom 5%,Bottom 40%,Top 40%,Bottom 50%,2590
2591,Top 20%,Bottom 40%,Bottom 40%,Bottom 30%,Bottom 40%,2591
2592,Bottom 10%,Top 20%,Top 40%,Top 30%,Top 30%,2592
2593,Top 40%,Bottom 40%,Bottom 20%,Top 30%,Bottom 20%,2593
2594,Bottom 20%,Bottom 40%,Bottom 40%,Top 5%,Bottom 40%,2594
2595,Bottom 10%,Bottom 40%,Bottom 5%,Top 5%,Bottom 5%,2595
2596,Top 40%,Top 20%,Bottom 20%,Top 30%,Bottom 20%,2596
2597,Bottom 10%,Bottom 40%,Bottom 40%,Top 20%,Bottom 40%,2597
2598,Top 40%,Bottom 40%,Bottom 40%,Top 30%,Bottom 30%,2598
2599,Top 20%,Bottom 40%,Top 40%,Bottom 30%,Top 40%,2599
2600,Top 10%,Bottom 40%,Bottom 20%,Top 50%,Bottom 10%,2600
2601,Bottom 30%,Bottom 40%,Bottom 20%,Top 10%,Bottom 20%,2601
2602,Top 30%,Bottom 40%,Bottom 20%,Top 30%,Bottom 20%,2602
2603,Top 40%,Bottom 40%,Bottom 40%,Top 10%,Bottom 30%,2603
2604,Bottom 30%,Top 20%,Bottom 40%,Top 20%,Bottom 50%,2604
2605,Top 50%,Bottom 40%,Bottom 20%,Top 10%,Bottom 10%,2605
2606,Top 20%,Bottom 40%,Bottom 20%,Top 20%,Bottom 10%,2606
2607,Bottom 5%,Top 20%,Bottom 40%,Top 5%,Bottom 30%,2607
2608,Top 30%,Bottom 40%,Bottom 20%,Bottom 40%,Bottom 10%,2608
2609,Top 30%,Bottom 40%,Bottom 5%,Top 40%,Bottom 5%,2609
2610,Bottom 30%,Bottom 40%,Bottom 40%,Top 10%,Bottom 30%,2610
2611,Top 30%,Bottom 40%,Bottom 10%,Top 50%,Bottom 20%,2611
2612,Bottom 10%,Bottom 40%,Bottom 40%,Top 20%,Bottom 50%,2612
2613,Bottom 40%,Bottom 40%,Bottom 5%,Top 10%,Bottom 5%,2613
2614,Bottom 30%,Top 20%,Top 40%,Top 20%,Bottom 50%,2614
2615,Top 30%,Top 20%,Bottom 40%,Top 30%,Bottom 40%,2615
2616,Top 20%,Top 20%,Bottom 40%,Top 50%,Bottom 30%,2616
2617,Bottom 50%,Bottom 40%,Top 40%,Top 30%,Top 50%,2617
2618,Bottom 20%,Top 20%,Bottom 20%,Top 10%,Bottom 10%,2618
